rainfall,temperature,soil_type,land_hectares,yield_tons,crop
1113.15,26.54,Clay,7.96,38.01,Lentils
233.34,21.03,Red,9.23,25.46,Pulses
617.28,35.7,Sandy,2.56,24.22,Peanut
308.9,33.6,Loamy,8.75,32.06,Tomato
1154.54,21.22,Loamy,4.5,36.1,Potato
648.84,21.39,Red,3.99,19.45,Pulses
1146.95,23.93,Loamy,8.04,32.68,Potato
613.75,22.7,Clay,1.82,13.81,Wheat
408.07,15.39,Sandy,5.55,17.57,Watermelon
910.21,18.98,Loamy,7.82,27.35,Rice
861.3,24.67,Sandy,7.09,27.38,Peanut
1114.96,33.48,Sandy,6.85,36.41,Watermelon
463.64,26.83,Loamy,3.69,17.29,Tomato
393.76,31.89,Clay,0.73,7.27,Wheat
516.16,24.5,Clay,8.59,24.44,Wheat
581.32,37.5,Black,3.3,19.06,Chickpeas
641.88,35.52,Clay,6.44,24.72,Lentils
527.65,37.76,Sandy,5.06,27.81,Maize
301.1,39.65,Loamy,0.97,16.51,Tomato
849.72,25.84,Sandy,9.8,38.8,Cucumber
966.48,24.92,Sandy,5.55,27.74,Cucumber
644.55,21.51,Red,1.12,17.62,Pulses
545.85,38.16,Black,3.36,22.97,Cotton
997.03,28.71,Clay,3.17,21.73,Lentils
386.84,37.17,Sandy,8.55,34.36,Watermelon
359.64,16.41,Red,5.15,15.19,Millet
745.29,38.21,Black,8.58,37.24,Soybean
803.56,18.39,Loamy,9.31,37.41,Tomato
363.5,35.48,Sandy,2.9,22.93,Maize
595.59,15.35,Red,5.23,20.87,Pulses
927.81,18.19,Black,2.09,15.91,Chickpeas
774.33,28.48,Sandy,9.72,38.62,Maize
931.88,25.72,Clay,8.42,31.73,Wheat
223.73,19.8,Clay,3.79,11.93,Barley
707.53,24.44,Sandy,8.75,33.28,Cucumber
727.63,26.36,Red,5.76,26.61,Pulses
268.02,33.45,Red,4.41,23.47,Pulses
401.37,17.44,Red,7.66,24.72,Sorghum
784.82,26.11,Red,0.97,16.69,Millet
561.72,22.33,Red,2.81,17.68,Pulses
908.5,23.46,Red,2.66,19.92,Sorghum
491.71,29.86,Clay,3.63,23.64,Barley
817.6,30.68,Red,7.95,27.71,Groundnut
334.7,25.81,Clay,8.32,29.09,Barley
525.89,25.16,Sandy,1.87,17.66,Peanut
1086.33,38.55,Clay,2.96,28.83,Wheat
817.19,29.44,Sandy,4.53,31.02,Peanut
412.37,32.03,Clay,3.84,18.71,Wheat
929.24,37.27,Black,4.82,29.61,Sunflower
992.31,18.56,Loamy,9.8,30.44,Rice
396.35,28.3,Red,3.62,21.43,Pulses
663.58,27.42,Black,6.72,29.9,Chickpeas
805.53,39.76,Clay,2.35,22.25,Mustard
710.98,22.09,Red,2.19,18.74,Pulses
1146.42,15.31,Black,7.24,33.33,Cotton
456.98,28.58,Red,3.0,20.5,Groundnut
1046.74,24.0,Black,5.93,32.85,Sunflower
1145.78,26.88,Red,6.1,31.6,Groundnut
636.78,21.81,Red,9.82,31.44,Groundnut
465.0,38.69,Loamy,7.83,27.53,Sugarcane
450.51,25.09,Black,1.88,16.97,Soybean
1031.92,16.93,Red,4.5,22.66,Groundnut
480.44,15.69,Sandy,1.42,12.72,Maize
354.32,16.98,Sandy,0.72,9.78,Maize
927.19,34.5,Loamy,2.78,25.1,Sugarcane
366.01,30.04,Black,1.99,18.06,Soybean
1040.13,39.83,Black,5.86,36.0,Cotton
429.51,17.76,Sandy,4.93,17.69,Peanut
1036.72,24.93,Clay,1.72,20.35,Wheat
843.08,28.44,Red,4.7,25.88,Pulses
249.33,26.58,Loamy,6.17,22.19,Potato
812.1,35.31,Sandy,2.3,20.92,Watermelon
740.5,18.97,Loamy,5.21,24.23,Potato
663.93,36.01,Clay,5.69,25.14,Wheat
542.81,34.58,Red,8.65,25.15,Millet
834.97,23.88,Loamy,3.16,20.35,Sugarcane
1037.07,24.98,Loamy,5.96,26.36,Tomato
684.36,17.45,Red,6.5,22.28,Groundnut
1192.48,27.54,Loamy,4.07,29.29,Potato
242.42,17.83,Red,9.48,27.5,Pulses
1075.93,29.6,Black,3.53,25.58,Soybean
725.1,37.5,Loamy,6.8,25.55,Tomato
525.06,30.27,Sandy,0.88,13.73,Cucumber
498.27,18.9,Black,0.56,9.21,Cotton
582.48,19.16,Red,6.66,29.56,Groundnut
457.24,32.51,Loamy,7.14,32.97,Tomato
821.33,15.43,Sandy,3.17,22.09,Maize
679.26,33.94,Sandy,1.53,16.27,Cucumber
222.9,28.85,Clay,5.59,25.46,Mustard
1145.28,39.7,Black,2.4,27.21,Cotton
1053.84,22.51,Red,3.61,18.19,Sorghum
910.79,32.69,Sandy,6.13,27.4,Watermelon
823.34,24.57,Loamy,3.18,24.58,Sugarcane
1078.39,34.55,Sandy,8.7,35.61,Cucumber
984.1,36.84,Black,6.49,35.48,Sunflower
588.05,24.06,Red,2.09,15.27,Pulses
343.8,36.18,Black,0.5,16.78,Chickpeas
315.01,26.07,Clay,5.57,17.74,Lentils
285.55,29.67,Sandy,5.96,27.36,Watermelon
1023.14,35.08,Black,3.28,26.44,Chickpeas
496.34,35.57,Sandy,8.54,33.11,Peanut
735.69,21.17,Loamy,7.17,24.94,Potato
1126.4,34.02,Red,1.59,25.36,Sorghum
743.22,21.89,Sandy,9.87,34.85,Cucumber
996.67,25.81,Loamy,0.87,16.73,Sugarcane
688.92,39.37,Loamy,6.56,30.03,Potato
405.15,37.84,Clay,1.46,18.88,Mustard
740.13,25.31,Clay,9.99,35.28,Lentils
1004.53,36.88,Red,2.23,23.63,Millet
661.97,36.85,Red,1.16,17.99,Sorghum
375.76,35.55,Sandy,0.98,14.66,Maize
536.91,21.78,Sandy,5.91,25.52,Maize
409.38,30.49,Clay,5.42,22.58,Wheat
740.91,26.42,Red,9.71,33.81,Sorghum
866.79,21.42,Loamy,2.36,15.88,Tomato
1151.52,33.3,Black,2.61,26.44,Cotton
239.2,28.44,Clay,7.48,23.43,Barley
769.28,34.69,Loamy,8.29,32.2,Rice
330.35,15.19,Red,7.19,28.99,Millet
1161.04,24.52,Red,1.68,21.1,Sorghum
600.29,16.39,Clay,2.52,18.64,Mustard
888.03,16.92,Loamy,7.03,31.51,Tomato
923.24,34.43,Clay,7.91,35.01,Barley
442.3,20.27,Black,3.91,13.6,Soybean
516.49,25.73,Sandy,4.05,23.82,Peanut
1175.52,32.96,Black,3.37,33.78,Soybean
340.7,39.49,Black,4.96,25.77,Sunflower
224.4,29.36,Red,8.77,27.69,Sorghum
281.97,22.31,Sandy,8.18,26.48,Maize
1007.37,32.29,Black,0.95,16.33,Sunflower
603.39,27.78,Loamy,2.74,20.88,Sugarcane
830.2,19.16,Black,9.84,31.32,Soybean
668.14,39.44,Black,3.26,21.62,Cotton
409.52,31.14,Clay,7.08,33.23,Barley
1142.72,22.84,Sandy,5.29,33.97,Cucumber
565.8,28.51,Sandy,2.78,16.21,Watermelon
968.14,21.62,Clay,0.93,15.1,Wheat
480.65,26.57,Clay,6.62,25.97,Mustard
760.15,23.19,Black,8.17,28.77,Soybean
896.2,32.56,Red,6.38,30.51,Millet
305.5,33.71,Red,3.78,20.13,Millet
647.8,39.46,Clay,5.54,33.37,Barley
1159.44,19.87,Loamy,2.03,18.65,Rice
1177.46,24.81,Clay,6.88,32.13,Wheat
1004.91,30.95,Sandy,3.63,31.02,Cucumber
905.24,25.23,Black,8.41,32.06,Chickpeas
527.85,31.84,Black,4.37,24.21,Sunflower
643.05,18.44,Black,5.28,25.85,Chickpeas
629.42,16.44,Clay,4.05,18.61,Mustard
1012.69,30.46,Clay,4.41,27.96,Wheat
1061.37,37.67,Black,4.93,36.97,Cotton
1111.65,23.1,Loamy,7.75,30.79,Rice
613.49,18.29,Sandy,5.68,24.26,Maize
1104.17,36.31,Red,2.32,24.55,Sorghum
641.86,24.19,Red,5.77,26.31,Millet
517.54,39.53,Loamy,3.29,25.08,Sugarcane
673.01,39.77,Loamy,3.32,26.82,Sugarcane
806.25,32.61,Clay,0.7,16.19,Barley
917.16,35.56,Sandy,6.97,35.56,Peanut
1034.68,31.01,Loamy,2.17,25.43,Tomato
1172.19,17.54,Red,7.74,31.93,Sorghum
1025.01,26.74,Black,1.75,18.88,Sunflower
1176.42,35.92,Clay,3.57,28.41,Barley
433.28,21.03,Sandy,5.53,26.91,Maize
927.64,19.3,Black,2.45,17.53,Cotton
222.29,24.64,Clay,1.85,14.99,Mustard
235.68,27.99,Clay,7.01,24.24,Mustard
1016.53,20.58,Clay,3.81,28.24,Mustard
927.32,30.87,Loamy,4.53,23.64,Rice
1005.03,30.13,Sandy,9.27,34.57,Maize
656.05,38.51,Red,1.75,21.68,Millet
853.65,36.73,Red,5.69,23.93,Millet
366.04,34.58,Red,0.76,14.7,Pulses
225.43,31.46,Clay,7.86,24.67,Wheat
754.4,35.35,Sandy,7.6,34.45,Maize
323.9,25.23,Loamy,2.09,18.8,Rice
295.15,22.81,Clay,0.97,10.56,Barley
1176.41,24.0,Clay,9.38,39.37,Barley
844.44,21.79,Loamy,4.32,20.82,Tomato
520.21,38.63,Loamy,2.97,21.86,Potato
1190.3,32.63,Loamy,5.62,34.63,Sugarcane
798.42,33.1,Clay,9.73,42.18,Barley
899.02,29.84,Clay,2.21,20.56,Mustard
416.97,29.48,Sandy,5.73,23.21,Maize
313.33,24.58,Loamy,1.35,16.22,Potato
446.69,20.97,Sandy,4.55,20.47,Cucumber
562.6,29.88,Loamy,8.03,30.62,Rice
921.48,38.02,Clay,3.69,27.04,Lentils
765.91,31.84,Red,6.85,30.82,Pulses
645.1,27.72,Sandy,3.02,18.05,Cucumber
1052.98,24.68,Red,6.42,30.66,Pulses
589.73,21.96,Red,2.8,20.53,Sorghum
1034.2,33.57,Loamy,8.71,37.86,Tomato
343.78,16.04,Black,8.87,27.15,Chickpeas
716.9,17.8,Red,2.19,16.02,Groundnut
533.87,16.68,Sandy,1.4,11.45,Cucumber
448.85,29.54,Clay,3.76,28.32,Mustard
964.6,33.59,Red,3.39,24.33,Millet
332.39,22.28,Black,6.32,18.26,Chickpeas
872.71,18.92,Clay,7.83,27.91,Lentils
626.46,18.38,Black,9.94,31.89,Cotton
522.67,24.07,Sandy,4.62,20.05,Watermelon
379.9,39.15,Black,7.87,31.67,Chickpeas
996.33,21.74,Black,4.1,24.68,Chickpeas
744.18,17.95,Red,2.04,18.38,Sorghum
622.44,24.6,Black,2.17,16.86,Soybean
930.37,20.56,Black,3.55,18.95,Soybean
846.82,17.64,Loamy,7.59,30.43,Potato
479.67,15.83,Sandy,7.84,23.23,Watermelon
1072.47,24.73,Loamy,4.68,26.43,Potato
1037.43,22.86,Red,0.51,12.54,Sorghum
642.15,16.68,Loamy,7.81,30.45,Tomato
431.62,15.02,Black,3.49,15.58,Cotton
1151.11,24.18,Black,5.37,28.43,Cotton
963.62,36.67,Loamy,8.09,32.54,Sugarcane
545.28,21.09,Red,3.12,20.84,Sorghum
681.44,28.07,Black,3.62,22.55,Soybean
879.96,23.5,Black,3.28,21.55,Cotton
1159.59,34.1,Loamy,3.14,28.76,Tomato
444.89,37.97,Red,0.98,18.98,Groundnut
1087.39,35.81,Clay,0.79,23.66,Barley
526.69,25.1,Clay,7.91,28.84,Wheat
810.31,20.67,Red,8.12,34.28,Millet
469.66,25.32,Sandy,9.67,30.47,Maize
391.45,22.72,Black,9.56,27.74,Sunflower
599.04,29.62,Red,2.09,16.98,Groundnut
788.96,22.0,Black,5.01,20.34,Sunflower
271.21,16.02,Loamy,5.67,20.04,Potato
1067.93,32.72,Clay,7.17,32.63,Wheat
953.5,25.95,Red,5.92,30.5,Pulses
1163.63,36.07,Clay,9.21,40.91,Barley
214.32,15.84,Red,2.0,10.43,Groundnut
1108.78,33.56,Loamy,9.24,40.24,Rice
969.33,28.85,Black,7.18,30.97,Chickpeas
1092.16,32.79,Loamy,7.33,36.87,Rice
295.47,23.98,Sandy,9.9,28.92,Peanut
215.74,38.99,Loamy,1.08,19.55,Sugarcane
918.36,21.45,Sandy,6.88,35.64,Watermelon
707.66,25.8,Clay,5.07,21.49,Mustard
343.91,19.76,Red,6.46,19.28,Millet
989.5,20.43,Clay,0.56,18.82,Barley
1124.82,33.45,Black,7.08,39.32,Sunflower
559.95,38.18,Black,6.21,31.44,Chickpeas
492.5,36.63,Clay,7.27,25.56,Mustard
335.42,20.98,Red,2.65,15.48,Pulses
412.43,28.45,Sandy,5.87,24.27,Cucumber
743.8,25.8,Sandy,9.96,35.42,Cucumber
1040.24,27.64,Loamy,4.6,27.07,Rice
402.08,36.98,Loamy,9.59,36.28,Rice
693.26,27.44,Sandy,3.08,25.67,Maize
601.26,17.13,Loamy,7.63,26.09,Rice
1142.33,20.24,Loamy,9.35,37.13,Tomato
1196.95,36.46,Clay,9.06,42.83,Lentils
556.81,30.12,Loamy,5.4,24.87,Sugarcane
1144.34,26.94,Red,1.07,19.07,Groundnut
642.1,21.67,Black,2.52,20.96,Cotton
219.36,28.75,Loamy,4.62,18.49,Rice
676.21,31.5,Black,5.83,27.55,Sunflower
924.37,34.7,Clay,5.91,35.08,Wheat
1162.31,32.09,Loamy,5.06,33.28,Sugarcane
466.91,16.67,Black,1.61,12.07,Soybean
336.82,17.11,Sandy,6.44,23.68,Peanut
924.06,29.07,Sandy,6.35,28.88,Cucumber
615.51,16.5,Loamy,6.9,19.4,Tomato
354.94,29.9,Clay,8.59,28.89,Lentils
1056.05,28.49,Sandy,7.94,36.52,Peanut
796.44,22.16,Sandy,9.33,30.97,Maize
729.67,39.92,Clay,6.27,32.92,Mustard
415.25,27.41,Clay,7.1,23.55,Mustard
458.74,26.46,Loamy,5.83,20.23,Rice
293.98,19.65,Black,6.61,21.82,Soybean
867.85,31.1,Loamy,0.77,23.66,Tomato
500.66,29.09,Sandy,0.89,14.22,Watermelon
558.03,19.59,Loamy,4.05,19.66,Rice
232.57,39.57,Red,5.76,23.12,Millet
660.49,16.17,Black,4.51,24.25,Sunflower
488.34,38.93,Red,3.04,23.76,Groundnut
430.79,31.11,Loamy,9.04,30.68,Potato
1099.5,25.98,Loamy,6.68,26.06,Tomato
356.52,37.08,Black,7.85,26.11,Cotton
783.65,16.97,Red,0.56,13.75,Groundnut
860.05,17.3,Sandy,5.46,24.25,Cucumber
576.54,30.37,Sandy,2.02,19.23,Watermelon
1056.86,22.75,Red,6.91,33.49,Sorghum
1014.78,16.97,Red,4.64,25.87,Groundnut
500.11,23.46,Loamy,1.4,17.57,Tomato
1065.35,38.79,Red,3.43,29.61,Groundnut
333.92,26.66,Loamy,4.06,22.25,Tomato
886.47,23.77,Sandy,6.9,28.17,Maize
422.59,15.57,Black,9.76,28.77,Sunflower
909.98,23.01,Black,3.44,22.83,Chickpeas
1180.47,26.65,Red,3.34,26.39,Groundnut
981.3,19.6,Red,4.58,16.93,Pulses
378.16,22.92,Sandy,1.49,16.71,Watermelon
702.29,24.89,Black,2.55,17.09,Soybean
221.75,24.69,Clay,5.9,27.04,Lentils
414.68,39.89,Loamy,1.39,23.3,Tomato
943.61,29.33,Red,6.87,28.99,Pulses
1119.52,28.78,Sandy,4.11,26.03,Maize
507.97,24.84,Black,5.51,22.78,Soybean
546.91,23.83,Clay,3.08,20.02,Lentils
723.09,33.44,Loamy,8.18,31.89,Sugarcane
807.0,31.93,Clay,8.35,38.09,Lentils
324.22,21.29,Sandy,2.72,13.29,Maize
533.46,35.51,Loamy,1.43,14.8,Tomato
321.4,23.26,Black,8.04,25.07,Chickpeas
511.07,22.89,Sandy,7.15,29.73,Peanut
528.18,22.37,Clay,5.51,23.78,Barley
575.59,24.85,Clay,3.79,20.74,Mustard
628.28,17.83,Clay,5.17,22.41,Lentils
435.06,24.64,Black,4.22,24.32,Sunflower
337.48,24.93,Sandy,9.72,28.56,Watermelon
853.17,37.97,Black,8.24,36.22,Chickpeas
448.35,23.9,Sandy,4.19,25.07,Watermelon
498.76,27.28,Black,3.08,23.52,Sunflower
468.96,35.89,Loamy,9.54,36.17,Tomato
350.56,18.37,Loamy,8.54,25.39,Potato
342.32,38.5,Sandy,1.76,17.62,Watermelon
477.1,34.52,Red,7.32,26.72,Millet
1175.96,30.61,Black,4.93,27.35,Cotton
1040.75,18.84,Red,0.83,13.71,Sorghum
660.97,27.9,Loamy,8.22,27.52,Tomato
1003.73,38.73,Loamy,5.48,34.64,Rice
937.99,16.87,Sandy,3.62,18.91,Maize
573.52,24.58,Red,3.31,24.26,Millet
920.18,28.05,Clay,4.38,26.42,Mustard
723.61,16.46,Loamy,7.44,27.31,Potato
1093.71,34.74,Loamy,6.23,30.82,Sugarcane
534.89,39.68,Clay,4.58,28.44,Mustard
948.29,20.01,Loamy,8.68,31.77,Tomato
976.97,28.93,Loamy,4.17,23.4,Rice
840.12,21.1,Sandy,4.74,22.71,Cucumber
1148.2,17.12,Black,4.06,23.3,Soybean
644.55,18.28,Loamy,9.6,33.0,Potato
560.49,19.37,Clay,4.64,18.2,Barley
455.49,31.17,Black,4.47,25.53,Cotton
1053.06,39.83,Clay,7.43,37.37,Wheat
943.12,21.2,Clay,5.08,27.84,Mustard
881.78,17.97,Clay,4.26,20.87,Barley
949.12,29.0,Clay,6.17,29.38,Mustard
595.83,19.03,Sandy,1.76,12.5,Maize
1168.23,19.34,Sandy,5.38,27.52,Cucumber
729.34,20.86,Black,5.87,26.39,Chickpeas
725.9,22.53,Loamy,9.07,35.62,Potato
925.7,26.71,Clay,7.32,29.54,Mustard
840.35,33.2,Red,9.19,31.4,Millet
244.22,28.06,Red,9.34,26.56,Groundnut
884.28,15.79,Loamy,3.69,15.25,Rice
354.2,20.11,Red,7.18,23.58,Groundnut
305.08,18.85,Red,3.89,21.76,Millet
493.8,39.8,Clay,8.58,36.31,Lentils
520.98,17.63,Black,9.64,28.94,Soybean
861.63,28.08,Clay,2.02,16.25,Wheat
777.51,17.94,Sandy,7.96,30.18,Maize
666.42,18.11,Loamy,7.88,26.02,Sugarcane
690.21,20.75,Clay,7.12,29.83,Mustard
1120.15,27.19,Clay,1.41,20.1,Lentils
589.58,30.06,Sandy,9.13,29.84,Cucumber
894.26,37.73,Clay,8.86,40.93,Barley
620.37,21.57,Clay,8.31,23.15,Barley
605.9,30.28,Clay,8.97,29.6,Wheat
1196.76,38.18,Red,5.59,31.85,Pulses
728.96,25.48,Loamy,6.04,24.36,Tomato
854.45,20.97,Red,4.06,20.33,Sorghum
1116.2,25.88,Sandy,9.04,30.36,Peanut
925.97,38.86,Sandy,6.85,36.18,Maize
1139.51,16.75,Black,7.92,33.22,Chickpeas
844.88,24.02,Sandy,2.59,19.17,Watermelon
1093.91,33.59,Sandy,4.74,32.82,Maize
980.87,22.88,Clay,9.76,35.65,Barley
629.59,19.53,Black,3.78,16.23,Cotton
1071.24,39.98,Clay,9.52,41.37,Barley
447.81,25.3,Loamy,1.39,11.57,Rice
1117.99,24.07,Clay,4.7,28.33,Lentils
644.27,36.28,Red,0.97,21.11,Sorghum
905.56,33.75,Sandy,5.39,31.28,Watermelon
979.91,27.43,Sandy,1.75,19.5,Maize
411.86,26.56,Black,2.49,12.74,Sunflower
454.83,30.49,Loamy,0.57,12.54,Sugarcane
770.11,17.32,Red,9.11,32.96,Pulses
319.63,19.09,Sandy,9.4,28.36,Maize
977.09,38.08,Sandy,4.64,27.94,Maize
1006.21,30.12,Loamy,2.12,20.19,Tomato
700.25,28.88,Loamy,4.29,23.83,Tomato
702.4,20.23,Black,4.23,23.56,Cotton
302.05,23.6,Sandy,2.13,11.67,Peanut
519.21,28.78,Clay,2.61,19.69,Mustard
765.26,35.76,Loamy,7.43,33.97,Rice
929.27,26.51,Loamy,7.17,32.54,Rice
344.72,26.54,Clay,6.56,25.6,Wheat
1146.04,39.33,Black,6.13,35.13,Chickpeas
263.67,17.62,Black,4.15,15.17,Sunflower
1006.74,23.22,Black,7.84,28.81,Chickpeas
958.15,20.16,Sandy,4.8,20.84,Maize
944.95,34.77,Red,7.18,31.87,Sorghum
661.57,25.46,Black,7.99,32.04,Cotton
484.89,33.25,Red,3.08,22.96,Millet
947.49,36.29,Sandy,4.58,25.19,Watermelon
990.31,31.18,Red,1.62,18.67,Pulses
911.24,26.71,Clay,5.15,29.36,Lentils
251.48,29.02,Black,8.95,27.89,Soybean
1175.8,34.79,Loamy,7.22,36.03,Tomato
208.14,23.15,Loamy,7.67,24.2,Potato
490.77,23.05,Sandy,6.16,22.16,Cucumber
410.91,35.64,Clay,0.89,14.71,Lentils
422.95,37.7,Loamy,4.31,27.33,Potato
490.78,15.05,Black,0.88,13.02,Soybean
872.31,16.66,Loamy,4.14,21.93,Potato
1195.48,28.08,Loamy,9.23,37.85,Rice
591.96,38.5,Clay,3.17,24.67,Mustard
209.89,18.4,Red,4.79,14.12,Groundnut
440.15,32.76,Red,2.19,17.51,Groundnut
627.56,35.77,Black,2.19,25.24,Soybean
856.3,36.84,Sandy,4.04,29.89,Maize
595.61,22.05,Black,5.18,20.78,Cotton
938.94,38.94,Clay,9.24,34.64,Barley
1111.71,16.78,Black,4.99,21.57,Soybean
785.31,31.44,Loamy,2.44,21.9,Potato
673.25,31.33,Loamy,9.32,35.35,Rice
354.94,28.98,Red,1.34,11.0,Millet
578.2,17.46,Clay,9.76,27.44,Wheat
590.49,23.85,Clay,2.76,16.15,Lentils
310.03,22.59,Clay,9.05,21.82,Mustard
1141.59,36.97,Black,9.07,45.37,Sunflower
502.94,28.58,Black,6.9,29.96,Cotton
701.9,28.81,Clay,8.76,39.01,Wheat
1118.41,23.97,Black,8.19,34.94,Chickpeas
821.31,26.33,Sandy,6.35,30.65,Cucumber
522.25,25.17,Sandy,3.61,20.1,Maize
1144.05,33.21,Loamy,1.26,25.15,Potato
925.01,28.15,Red,8.24,38.77,Millet
634.86,38.73,Loamy,1.12,17.45,Sugarcane
466.91,19.58,Loamy,3.77,17.17,Sugarcane
226.86,34.23,Red,5.4,20.54,Groundnut
935.35,29.63,Sandy,4.07,29.13,Watermelon
454.62,21.99,Black,4.28,22.03,Cotton
981.72,19.53,Clay,1.74,18.54,Barley
1131.72,15.71,Clay,3.49,22.99,Mustard
1034.02,17.33,Sandy,1.37,20.13,Peanut
491.93,29.14,Red,4.34,19.52,Pulses
353.29,34.62,Sandy,6.07,24.59,Peanut
945.83,23.83,Clay,8.66,33.3,Wheat
297.65,26.85,Sandy,1.99,16.79,Watermelon
1024.64,37.26,Loamy,8.4,37.68,Tomato
1128.98,28.86,Clay,4.46,32.28,Mustard
633.45,31.34,Sandy,9.95,35.06,Cucumber
1121.16,33.53,Sandy,3.38,25.48,Cucumber
1133.68,27.31,Sandy,9.92,35.28,Watermelon
614.8,39.94,Red,3.0,23.07,Millet
551.98,21.31,Red,8.19,38.42,Groundnut
484.18,19.63,Black,9.89,30.67,Cotton
425.84,27.25,Sandy,3.15,17.18,Watermelon
516.44,22.52,Loamy,5.08,19.38,Sugarcane
1068.9,29.38,Sandy,1.79,23.83,Maize
1123.39,19.16,Black,8.79,30.93,Chickpeas
585.61,16.61,Red,3.25,21.36,Pulses
380.5,34.77,Loamy,0.61,11.79,Rice
311.12,36.66,Red,3.16,21.71,Sorghum
322.18,26.18,Black,2.33,20.68,Soybean
894.78,34.42,Loamy,2.25,23.58,Rice
780.78,37.11,Clay,2.38,23.73,Mustard
424.67,38.12,Black,8.86,32.53,Soybean
397.82,38.79,Clay,1.17,21.53,Mustard
494.74,31.53,Red,8.82,34.92,Pulses
326.34,28.72,Clay,2.92,16.27,Mustard
970.31,15.75,Sandy,6.72,29.87,Maize
586.72,39.01,Black,6.8,30.99,Chickpeas
1089.15,36.42,Black,0.69,27.42,Chickpeas
637.17,24.93,Loamy,4.82,19.46,Sugarcane
740.53,21.28,Black,8.15,28.74,Sunflower
1139.31,39.47,Loamy,8.42,36.93,Tomato
524.6,19.27,Sandy,5.72,24.62,Peanut
561.35,30.5,Sandy,6.44,27.33,Maize
467.18,29.38,Sandy,8.37,27.2,Cucumber
802.25,31.21,Clay,9.66,41.39,Lentils
1131.34,30.44,Sandy,9.46,41.43,Cucumber
1020.09,22.88,Sandy,4.6,23.9,Watermelon
1055.52,28.23,Red,6.96,37.61,Groundnut
859.72,37.88,Loamy,8.14,38.53,Potato
921.29,28.66,Sandy,1.35,22.78,Peanut
854.28,27.35,Black,1.3,23.18,Soybean
1158.53,36.86,Clay,5.28,26.37,Barley
551.47,15.47,Sandy,0.52,8.8,Cucumber
1031.37,33.93,Loamy,6.82,32.51,Sugarcane
764.42,20.34,Sandy,2.93,20.09,Peanut
1066.77,30.88,Loamy,3.17,28.68,Rice
1127.43,29.31,Sandy,0.98,24.38,Peanut
829.23,25.96,Red,2.0,23.9,Millet
444.62,38.07,Sandy,9.02,36.05,Maize
995.33,27.56,Black,4.6,29.42,Cotton
542.01,31.15,Black,0.74,10.41,Cotton
395.89,27.19,Red,3.73,17.82,Sorghum
772.07,23.57,Clay,2.55,22.53,Wheat
1086.83,19.25,Red,1.32,16.79,Pulses
963.4,24.28,Sandy,3.26,18.65,Peanut
715.14,31.76,Clay,8.56,31.8,Lentils
848.45,19.11,Black,8.82,28.17,Cotton
1025.75,33.48,Loamy,2.52,24.16,Potato
407.34,28.4,Clay,0.83,9.96,Mustard
909.44,39.01,Black,4.11,26.83,Sunflower
275.88,26.61,Red,3.75,16.88,Pulses
659.0,16.3,Black,8.77,30.46,Soybean
283.22,28.24,Sandy,5.35,21.08,Maize
601.01,36.37,Red,3.6,25.8,Groundnut
1016.58,38.94,Sandy,8.98,40.13,Maize
460.42,18.89,Loamy,3.62,15.84,Rice
407.25,35.26,Clay,9.78,31.36,Barley
812.77,21.1,Clay,9.74,27.92,Barley
1128.47,37.61,Clay,2.07,25.07,Wheat
252.38,16.28,Loamy,2.98,12.87,Potato
402.35,35.88,Red,7.17,32.49,Groundnut
756.84,15.42,Red,2.37,16.97,Sorghum
977.2,21.67,Black,3.25,19.59,Cotton
1124.44,21.89,Black,6.59,27.71,Soybean
906.26,19.67,Clay,8.49,29.28,Mustard
726.2,25.39,Loamy,2.1,19.42,Potato
898.26,19.42,Clay,5.91,31.16,Wheat
1132.06,16.9,Loamy,7.52,34.01,Rice
620.06,27.52,Black,9.58,34.83,Chickpeas
1099.18,33.9,Red,2.36,25.51,Sorghum
1103.27,20.32,Black,1.46,18.1,Chickpeas
560.54,35.8,Clay,4.27,26.76,Barley
964.32,30.42,Clay,4.01,28.1,Lentils
858.0,39.71,Red,8.26,33.57,Pulses
927.75,29.81,Black,1.57,20.15,Sunflower
462.55,37.2,Loamy,1.27,15.26,Tomato
927.06,34.23,Clay,1.9,18.01,Wheat
1034.94,21.28,Sandy,6.33,28.99,Watermelon
669.52,32.02,Loamy,1.76,23.09,Tomato
791.14,27.0,Loamy,0.53,19.03,Sugarcane
486.3,16.62,Sandy,3.73,19.39,Peanut
321.42,32.02,Loamy,2.33,18.93,Sugarcane
225.77,23.75,Clay,4.51,17.15,Wheat
719.35,23.22,Sandy,9.48,32.37,Cucumber
1038.63,33.53,Clay,0.85,22.31,Wheat
585.74,30.79,Sandy,3.87,22.79,Maize
272.57,23.68,Clay,3.58,19.15,Lentils
689.73,28.13,Black,0.57,16.19,Cotton
620.29,30.15,Clay,1.49,12.51,Mustard
832.81,37.37,Black,9.56,46.77,Soybean
634.95,25.95,Clay,6.77,23.33,Mustard
465.94,16.65,Clay,3.49,15.47,Lentils
709.88,33.73,Sandy,6.7,32.64,Cucumber
795.81,32.59,Clay,1.37,22.89,Lentils
204.76,20.02,Black,5.04,17.7,Soybean
1063.58,39.34,Red,2.23,30.14,Groundnut
866.45,28.66,Black,4.73,27.51,Chickpeas
332.82,36.25,Red,6.85,24.52,Millet
417.67,38.24,Clay,7.35,30.55,Lentils
912.77,31.15,Black,9.13,31.09,Cotton
